Artist,Title,Medium,Medium_classified,Acquistion_classified,Year_acquisition,Gender_classified,Artist_birth_year,Artist_death_year,Country_calculated,Date_creation_year
"GUNBIRRTJA, Wilson Lanydjurra",Banumbirr (Morning Star pole),,sculpture,gift,2010,,1955,,Australia,1998
"KUNISADA, Utagawa (Creator)",Kawarazaki Gonjuro as Nagoya Sanzo (left-hand panel of triptych),,graphics,museum accession,1976,,1786,1865,,1861
"BURNS, Robert",Approach to Edinburgh Castle,,painting,gift,1937,,1869,1941,United Kingdom,
"McADAM, Walter",Among the wild hyacinth,,painting,museum accession,1937,,1866,1935,United Kingdom,
"GALLOP, Herbert",The land of the golden grain,,painting,museum accession,1937,,1890,1958,New Zealand,1937
"TWEDDLE, Isabel",Landscape,,painting,museum accession,1943,,1877,1945,Australia,1943
"FOX, Ethel Carrick",On the beach,,painting,gift,2011,,1872,1952,United States,1909
"BILLY, Kris Louis (Artist)",Sik (Hand-held women's dance instruments),,sculpture,gift,2011,,1952,1985,,2011
"HORST, Horst P.","Carl Erickson drawing Gertrude Stein and Horst, Paris",,photography,museum accession,1982,,1906,1999,Germany,1946
"O'MALLEY, Glen","Smoko on the board, Coolreagh Station, October 1978 (from 'Four and a half months in the North' series)",,photography,museum accession,1982,,1948,,Australia,1978
"COHN, Susan (Designer)",Cohndom box,,object,gift,2006,,1952,1921,Italy,1999
"WARE, Moilang (Rosie)",Torres Strait at war,,object,gift,2011,,1959,,Australia,2010
"WARE, Moilang (Rosie)",Sea of Plenty,,object,gift,2011,,1959,,Australia,2010
"BOOTH, Solomon",Coconut palm,,graphics,gift,2011,,1981,,Australia,2010
"MYE, Charlotte",Basket,,,gift,2011,,1949,,Australia,2011
"MYE Jr, Jennifer",Basket,,,gift,2011,,1984,,Australia,2011
"MYE Jr, Jennifer",Basket with short handles,,,gift,2011,,1984,,Australia,2011
"MYE Jr, Jennifer",Basket,,,gift,2011,,1984,,Australia,2011
"MYE, Charlotte",Basket,,,gift,2011,,1949,,Australia,2011
"MYE, Charlotte",Basket,,,gift,2011,,1949,,Australia,2011
"MYE, Charlotte",Basket,,,gift,2011,,1949,,Australia,2011
"MYE, Charlotte",Basket,,,gift,2011,,1949,,Australia,2011
"MYE, Charlotte",Basket,,,gift,2011,,1949,,Australia,2011
"MYE Jr, Jennifer",Basket,,,gift,2011,,1984,,Australia,2011
"MYE, Franklin (Artist)",Geboni,,graphics,gift,2011,,1980,2008,Australia,2011
"MYE, Franklin (Artist)",Wanpun,,graphics,gift,2011,,1980,2008,Australia,2011
"MYE, Franklin (Artist)",Imai,,graphics,gift,2011,,1980,2008,Australia,2011
"MYE, Franklin (Artist)",Lububad,,graphics,gift,2011,,1980,2008,Australia,2011
"BOURNE, Maryann (Artist)",Spirals in the sand I,,graphics,gift,2011,,1947,2008,Australia,2011
"BOURNE, Maryann (Artist)",Spirals in the sand II,,graphics,gift,2011,,1947,2008,Australia,2011
"BOURNE, Maryann (Artist)",Deurem iba namei,,graphics,gift,2011,,1947,2008,Australia,2011
"GELA, Rachel Emma (Artist)",Karr lar kubkub,,graphics,gift,2011,,1954,2008,Australia,2011
"GELA, Rachel Emma (Artist)",Karr,,graphics,gift,2011,,1954,2008,Australia,2011
"OUI-PITT, Racy (Artist)",Waraz,,graphics,gift,2011,,1953,2008,Australia,2011
"OUI-PITT, Racy (Artist)",Beuger,,graphics,gift,2011,,1953,2008,Australia,2011
"KIWAT, Fred Mislam (Artist)",Tagai's spear,,graphics,gift,2011,,1975,2008,Australia,2011
"THAIDAY, Jimmy Kenny (Artist)",War and peace,,graphics,gift,2011,,1987,2008,Australia,2011
"THAIDAY, Jimmy Kenny (Artist)",High flyer,,graphics,gift,2011,,1987,2008,Australia,2011
"THAIDAY, Jimmy Kenny (Artist)",Dabor,,graphics,gift,2011,,1987,2008,Australia,2011
"GUTCHEN, Florence Mabel (Artist)",Epei,,graphics,gift,2011,,1961,2008,Australia,2011
"GUTCHEN, Florence Mabel (Artist)",Shells,,graphics,gift,2011,,1961,2008,Australia,2011
"GUTCHEN, Florence Mabel (Artist)",Samu,,graphics,gift,2011,,1961,2008,Australia,2011
"KARSH, Yousuf",Georgia O'Keefe,,photography,gift,1970,,1908,2002,Canada,1956
"SIMMONDS, Rose",The three witches,,photography,gift,1982,,1877,1960,Australia,1937
"GELA, Rachel Emma (Artist)",Sai and weres,,graphics,gift,2011,,1954,2008,Australia,2011
"HORST, Horst P.",Coco Chanel,,photography,museum accession,1982,,1906,1999,Germany,1937
"GLANVILLE-ANSON, Vanessa",Bracelet with alternate pins,,,museum accession,1981,,1951,,Australia,1980
"LEES, Derwent","Bather, the blue pool",,painting,museum accession,1954,,1885,1931,,1909
"CAMBRIDGE, Enid",Country orchard,,painting,museum accession,1968,,1903,1976,New Zealand,
WANG Jin,Robe,,object,gift,2011,,1962,,China,1999
"ALBERT, Tony",Pay attention,,photography,gift,2011,,1981,,Australia,2011
"MACKIE, Glen (Creator)",Waru,,graphics,gift,2011,,1975,,,2009
"THAIDAY, Patrick",Zugub (Dance machines),,sculpture,gift,2011,,1963,,Australia,2011
"SABATINO, Reggie",Ghost net gear bag (yellow and blue flower),,,gift,2011,,1946,,Australia,2009
"SABATINO, Reggie",Ghost net gear bag (blue flower),,,gift,2011,,1946,,Australia,2009
"SIMMONDS, Rose",Edge of the forest at sunrise,,photography,gift,1982,,1877,1960,Australia,1937
"FAIRWEATHER, Ian",Trotting race,,painting,gift,2011,,1891,1974,United States,1956
"FLETCHER, Graham",Untitled (from 'Lounge Room Tribalism' series),,painting,gift,2010,,1969,,New Zealand,2010
"FLETCHER, Graham",Untitled (from 'Lounge Room Tribalism' series),,painting,gift,2010,,1969,,New Zealand,2010
"MOLVIG, Jon",Still life with plants,,painting,gift,2011,,1923,1970,New Zealand,1959
"PIVI, Paola",One love,,photography,gift,2010,,1971,,Italy,2007
"DJEKULA, Frank",Banumbirr (Morning Star pole),,sculpture,gift,2010,,1943,2001,Australia,1998
CHEN Haiyan,Dream drumming,,graphics,gift,2011,,1955,,China,2004
UNKNOWN JEWELLER,Goldfields bar brooch (two bars with large nugget),,,gift,2011,,,,United States,1880
"KESSEL the Elder, Jan van (Collaborating artist (flowers))",Madonna and Child encircled by roses,,painting,bequest,1892,,1626,1679,Belgium,
"RIVERS, R. Godfrey","Woolshed, New South Wales",,painting,gift,1895,,1858,1925,United States,1890
"BOSSUET, Francois-Antoine",Moorish gateway,,painting,gift,1896,,1800,1889,Belgium,
"HEWITT, Henry George",Season of mists and mellow fruitfulness,,painting,museum accession,1896,,1845,1907,,1893
"McINNES, W.B.","Jewish Quarter, Morocco",,painting,gift,1914,,1889,1939,Australia,1909
"SIGMUND, Benjamin",Summer time on an Essex marsh,,painting,gift,1900,,1880,1903,,1900
"HARDIE, Charles Martin",Gleaners,,painting,gift,1901,,1858,1916,United Kingdom,1883
"WILSON, William",Portrait study,,painting,gift,1902,,1849,1924,Australia,1885
"HANSON, Albert J.",Fair droving weather,,painting,museum accession,1911,,1866,1914,New Zealand,1911
"STREETON, Arthur",Sydney Harbour,,painting,gift,1934,,1867,1943,Australia,1921
"HERBERT, Harold",The valley,,painting,gift,1934,,1892,1945,Australia,1933
"LINDSAY, Daryl",Corfe Castle,,painting,gift,1934,,1889,1976,Australia,1933
"PARKINSON, Roy",The coast at Port Macquarie,,painting,gift,1934,,1901,1945,Australia,1933
"PROCTOR, Thea",Gladioli,,painting,gift,1934,,1879,1966,New Zealand,1931
"GINOTTI, Giacomo",Lucretia,,sculpture,gift,1933,,1837,1897,Italy,
"ELDERSHAW, John","Palace of the Doges, Venice",,painting,gift,1935,,1891,1973,New Zealand,1915
"SHERWOOD, Maud","At a cafe, Tunis",,painting,gift,1935,,1880,1956,New Zealand,1926
"MOORE, John D.",Australian landscape,,painting,gift,1940,,1888,1958,New Zealand,1934
"BUNNY, Rupert",Flowers,,painting,gift,1940,,1864,1947,United States,1940
"LANCASTER, Charles H. 1886–1959",Jacarandas,,painting,museum accession,1940,,1886,1959,,1939
"BUNNY, Rupert",Echo and Narcissus,,painting,gift,1940,,1864,1947,United States,1913
"MOORE, John D.",Oxford from Boar Hill,,painting,gift,1940,,1888,1958,New Zealand,1938
"EMANUEL, Frank","Sketch for the sunk road, Montreul - Neuville",,painting,gift,1933,,1865,1948,,
"GLEESON, James",The perilous room,,painting,museum accession,1950,,1915,2008,New Zealand,1950
"ALLOM, Thomas",The Maidens Tower,,painting,gift,1950,,1804,1872,,
"FLINT, William Russell","Blue day by the Farne Islands, Northumberland",,painting,gift,1950,,1880,1969,United Kingdom,1936
"MACQUEEN, Kenneth",Ocean piece,,painting,museum accession,1950,,1897,1960,New Zealand,1950
"SHILLAM, Leonard",The goat,,sculpture,museum accession,1950,,1915,2005,Australia,1950
"GIBSON, Bessie",(Still life sketch),,painting,museum accession,1951,,1868,1961,Australia,1918
"DRYSDALE, Russell",Back verandah,,painting,gift,1954,,1912,1981,New Zealand,1942
"FRIEND, Donald",Flight into Egypt,,painting,gift,1954,,1915,1989,New Zealand,1942
"ROBERTS, Tom",Portrait of Captain Neil McEacharn as a young man,,painting,gift,1954,,1856,1931,Australia,1903
"MATHER, John",Fishermen's bend,,painting,gift,1954,,1848,1916,United States,1885
"STREETON, Arthur",Chepstow Castle,,painting,gift,1954,,1867,1943,Australia,1900
"LEWIS, Morland",Miss Fuller,,painting,museum accession,1954,,1903,1943,,1930
"MELDRUM, Max",Self portrait,,painting,museum accession,1954,,1875,1955,Australia,1932
"CONNARD, Philip",Tommy of Chelsea Green,,painting,museum accession,1954,,1875,1958,,1926
"GRANT, W.G.",(Trees and sea),,painting,museum accession,1954,,1876,1951,Australia,1946
"RODIN, Auguste",La femme accroupie (The crouching woman),,sculpture,museum accession,1955,,1840,1917,France,1880
"ANNOIS, Len","Arkaba, Flinders Range",,painting,museum accession,1956,,1906,1966,Australia,1953
"ANNOIS, Len",(Botanical sketches),,painting,museum accession,1956,,1906,1966,Australia,
"DARGIE, William",Colvin Smith by the sea,,painting,museum accession,1956,,1912,2003,Australia,1939
"SMITH, Grace Cossington",Interior,,painting,gift,1958,,1892,1984,New Zealand,1958
"PICASSO, Pablo",Tête d'homme (Head of a man),,painting,gift,1959,,1881,1973,Spain,1908
"FRINK, Elisabeth",Wild boar,,sculpture,gift,1960,,1930,1993,,1958
"DRYSDALE, Russell",Man feeding his dogs,,painting,gift,1961,,1912,1981,New Zealand,1941
"FRENCH, Leonard",Autumn in the garden,,painting,museum accession,1961,,1928,2017,Australia,1960
"CROOKE, Ray","Sunrise, Albion Hotel, Normanton",,painting,museum accession,1962,,1922,2015,Australia,1962
"CAMPBELL, Robert",Storm sweeping on Glasshouse Mountains,,painting,museum accession,1969,,1902,1972,United States,1950
UNKNOWN,Virgin Hodegetria,,painting,gift,1963,,,,,
"NEVILLE-ROLFE, Harriet Jane","Houses of Parliament, Brisbane",,painting,gift,1964,,1850,1928,United States,1885
"NEVILLE-ROLFE, Harriet Jane","Native rose, King George's Sound, last sight of Australia",,painting,gift,1964,,1850,1928,United States,1885
"NEVILLE-ROLFE, Harriet Jane","Gins from the verandah of the quarters, Alpha",,painting,gift,1964,,1850,1928,United States,1884
"NEVILLE-ROLFE, Harriet Jane","Alpha Creek at Rainmore, the eve of our first night's camping in the bush",,painting,gift,1964,,1850,1928,United States,1884
"NEVILLE-ROLFE, Harriet Jane",Frankfield,,painting,gift,1964,,1850,1928,United States,1884
"NEVILLE-ROLFE, Harriet Jane",Pheasant and lantern,,painting,gift,1964,,1850,1928,United States,1883
"KMIT, Michael",Fellow artist,,painting,gift,1964,,1910,1981,New Zealand,1964
"SHEPHERDSON, Gordon",On his knees,,painting,museum accession,1964,,1934,2019,Australia,1964
"CONNARD, Philip",The small holder,,painting,gift,1965,,1875,1958,,1920
"JAMES, Louis",Red mirage,,painting,gift,1965,,1920,1996,South Africa,1961
"LYNN, Elwyn",Black seal,,painting,gift,1975,,1917,1997,New Zealand,1966
"NIETO, Rodolfo",(Untitled),,painting,gift,1975,,1936,1985,Mexico,1964
UNKNOWN,(Untitled),,painting,gift,1975,,,,India,
"SUTTON, Philip","Levuka, Fiji",,painting,museum accession,1975,,1928,,,1963
"HILTON, Roger",Figures in a cart,,painting,gift,1975,,1911,1975,,1973
"KOSSATZ, Les",Down the chute,,sculpture,museum accession,1978,,1943,2011,Australia,1978
"WILSON, Bruce",Machine of a dream,,painting,assisted purchase,1978,,1944,,Australia,1976
"TUNKS, Noel",Love in idleness,,painting,assisted purchase,1978,,1943,,Australia,1976
"FRISTRÖM, Oscar",Head of an Aboriginal woman,,painting,loan,1978,,1856,1918,United States,1899
"SHEPHERDSON, Gordon",Untitled No. 2 'Words on Paper',,painting,museum accession,1979,,1934,2019,Australia,1978
"BASTIN, Henri",Gum tree forest,,painting,assisted purchase,1979,,1896,1979,United States,1978
"CHRISTMANN, Gunter",M.S.,,painting,assisted purchase,1979,,1936,2013,United States,1978
"DOCKING, Shay",Earth and sea with Barrenjoey,,painting,assisted purchase,1979,,1928,1998,New Zealand,1978
"FRIEND, Donald",Pastorale,,painting,assisted purchase,1979,,1915,1989,New Zealand,1957
"MAYO, Daphne",Blackie,,sculpture,museum accession,1979,,1895,1982,New Zealand,1943
"MAYO, Daphne",Professor T. Jones,,sculpture,museum accession,1979,,1895,1982,New Zealand,1954
"MAYO, Daphne",Susannah,,sculpture,museum accession,1979,,1895,1982,New Zealand,1942
"DUNLOP, Brian",Room with a visitor,,painting,museum accession,1980,,1938,2009,New Zealand,1979
"MAYO, Daphne (Creator)",Susannah,,sculpture,commissioned,1980,,1895,1982,,1942
"NAMATJIRA, Albert",(The Finke River Gorge at entrance to Glen Helen),,painting,gift,1981,,1902,1959,Australia,1945
"SHELDON, Vincent",Colombo,,painting,gift,1981,,1895,1945,Australia,1929
"SHELDON, Vincent",(Small house with river in foreground),,painting,gift,1981,,1895,1945,Australia,1929
"SHELDON, Vincent","(Tower Bridge, London)",,painting,gift,1981,,1895,1945,Australia,1929
"COLQUHOUN, A.D.",Head of Janet McEwan,,painting,gift,1980,,1894,1983,Australia,1925
"BUSH, Charles","Tower Hill Lakes, Koroit (Victoria)",,painting,gift,1980,,1919,1989,Australia,1952
"GIBSON, Bessie",Interior (Notre Dame),,painting,gift,1980,,1868,1961,Australia,1906
"JAKSIC-BERGER, Mimi",Westerlies,,painting,gift,1982,,1936,,United States,1981
"DALOU, Jules",La Sagesse soutenant la Liberté (Wisdom supporting Liberty),,sculpture,gift,1982,,1838,1902,France,1889
"ENGEL, Alfred",Split planks,,painting,assisted purchase,1982,,1941,,South Africa,1982
"McKAY, Les",A track winds by,,photography,gift,1983,,1911,2011,Australia,1930
FLAVELLE BROS.,Long case regulator,,object,bequest,1983,,1846,,New Zealand,1852
UNKNOWN,"Parlour setting (Settee, grandfather, grandmother chair and another chair)",,object,bequest,1983,,,,Australia,1880
COALBROOKDALE STYLE,Three piece garniture,,object,bequest,1983,,,,,
DOCCIA,Cabaret service,,object,bequest,1983,,1737,1837,Italy,1847
"MOLVIG, Jon",Russell Drysdale,,painting,assisted purchase,1983,,1923,1970,New Zealand,1964
"MOLVIG, Jon",Red figure,,painting,museum accession,1983,,1923,1970,New Zealand,1953
"MOLVIG, Jon",Windows,,painting,assisted purchase,1983,,1923,1970,New Zealand,1951
"MOLVIG, Jon",Landscape no. 3 (from 'Centralian' series),,painting,museum accession,1983,,1923,1970,New Zealand,1960
"MOLVIG, Jon",Standing nude,,graphics,museum accession,1983,,1923,1970,New Zealand,1958
"MOLVIG, Jon",Figures,,graphics,museum accession,1983,,1923,1970,New Zealand,1958
"SMITH, Ian",Study for a display,,painting,museum accession,1984,,1950,,Australia,1983
"COLE, Peter",Song for the Marrngu,,sculpture,museum accession,1984,,1946,,Australia,1983
JOSIAH WEDGWOOD & CO. (Manufacturer),Covered vase:  Sacrifice,,object,museum accession,1984,,1759,1854,,1840
"GLOVER, John","(A bend in the stream, with a village at the foot of a mountain)",,graphics,museum accession,1984,,1767,1849,United States,1820
"SMITH, Ian",Tolerant old hometown (no. 9 from 'My hometown' series),,graphics,museum accession,1984,,1950,,Australia,1983
"SMITH, Ian","Humid, mosquito netted, hometown nights when we turn the windows edge-on for maximum wind (no. 16 from 'My hometown' series)",,graphics,museum accession,1984,,1950,,Australia,1983
"SMITH, Ian",Artists came and went in my hometown (no. 69 from 'My hometown' series),,graphics,museum accession,1984,,1950,,Australia,1984
"SMITH, Ian",North Australian hometown - on the edge of the rest of the world (no. 78 from 'My hometown' series),,graphics,museum accession,1984,,1950,,Australia,1984
UNKNOWN,Wall plaque,,object,bequest,1984,,,,Japan,1880
"ROBINSON, Ann",Frosted blue bowl,,object,museum accession,1985,,1944,,New Zealand,1983
"HALL, Bernard",The quest,,painting,museum accession,1985,,1859,1935,United States,1905
"LETHBRIDGE, John",Study for 'Hunt the moon' no. 1,,graphics,gift,1985,,1948,,New Zealand,1984
"LETHBRIDGE, John",Study for 'Hunt the moon' no. 2,,graphics,gift,1985,,1948,,New Zealand,1984
"LETHBRIDGE, John",Study for 'Hunt the moon' no. 3,,graphics,gift,1985,,1948,,New Zealand,1984
"LETHBRIDGE, John",Study for 'Hunt the moon' no. 4,,graphics,gift,1985,,1948,,New Zealand,1984
"LETHBRIDGE, John",Study for 'Hunt the moon' no. 5,,graphics,gift,1985,,1948,,New Zealand,1984
"ROBERTS, Neil",Installation:  Knives and shadows,,object,gift,1985,,1954,2002,Australia,1984
"LANGLEY, Warren",The cultural death game,,object,gift,1985,,1950,,New Zealand,1985
"ASPDEN, David (Creator)",Amploves Punctualis (from 'The spirit from the sea' portfolio),,graphics,gift,1986,,1935,2005,,1981
"ASPDEN, David (Creator)",The dance (from 'The spirit from the sea' portfolio),,graphics,gift,1986,,1935,2005,,1981
"BLACKMAN, Charles",George Johnston,,graphics,gift,1987,,1928,2018,Australia,1964
"PERCEVAL, John",Rain on the farm,,graphics,assisted purchase,1987,,1923,2000,Australia,1946
"PERCEVAL, John",Figures by the sea,,graphics,assisted purchase,1987,,1923,2000,Australia,1955
"BOYD, David (Potter)",Wine jug and six goblets,,object,gift,1987,,1924,2011,Australia,1960
"HARTIGAN, Paul",Fountain of Youth,,object,gift,1987,,1953,,New Zealand,1982
"KIYONAGA, Torii",(Three courtesans on a verandah) (left-hand panel of triptych),,graphics,gift,1987,,1752,1815,Japan,1786
"ROBINSON, William",Four seasons (panel 3),,painting,assisted purchase,1987,,1936,,Australia,1987
"ROBINSON, William",Four seasons (panel 4),,painting,assisted purchase,1987,,1936,,Australia,1987
"CAHILL, Maureen (Designer)",Platter,,object,museum accession,1987,,1947,1985,New Zealand,1987
"PAGE, Charles",Mount Isa mine (from 'Journeys north' portfolio),,photography,museum accession,1987,,1946,,Australia,1986
"PAGE, Charles",Mount Isa mine (from 'Journeys north' portfolio),,photography,museum accession,1987,,1946,,Australia,1986
"PAGE, Charles","Mrs O'Hanlon, miner's widow, Mt Isa mine (from 'Journeys north' portfolio)",,photography,museum accession,1987,,1946,,Australia,1986
WANJIDARI,Earth mother,,graphics,museum accession,1988,,1966,,Australia,1987
"THURGATE, Noel",Peter,,graphics,museum accession,1988,,1955,,New Zealand,1987
"BUNNY, Rupert",Bathers,,painting,museum accession,1988,,1864,1947,United States,1906
"FURLONGER, Joe",Fishermen,,painting,museum accession,1988,,1952,,Australia,1985
"FURLONGER, Joe",Bathers,,painting,museum accession,1988,,1952,,Australia,1987
"HANRAHAN, Barbara",The actress,,graphics,assisted purchase,1988,,1939,1991,South Africa,1979
"HANRAHAN, Barbara",Acrobat,,graphics,assisted purchase,1988,,1939,1991,South Africa,1982
"O'REILLY, Maud",Double handled vase,,object,gift,1988,,1886,1971,Australia,1924
"O'REILLY, Maud",Vase,,object,gift,1988,,1886,1971,Australia,1926
"MARRUWARR, Yuwunyuwun",Kangaroo,,painting,gift,1988,,1928,1975,Australia,1972
ORREFORS GLASBRUK,Bowl,,object,gift,1988,,1898,,Sweden,1970
UNKNOWN,Sidney House stained glass window,,object,gift,1988,,,,Ireland,1882
"SENBERGS, Jan (Creator)",Port Liardet (from 'Australian Legal Group' portfolio),,graphics,gift,1988,,1939,,,1988
"OLSEN, John (Creator)",Echidna upside down (from 'Australian Legal Group' portfolio),,graphics,gift,1988,,1928,2023,United States,1988
"THOMSON, Ann (Creator)",Shaft (from 'Australian Legal Group' portfolio),,graphics,gift,1988,,1933,,,1988
"CARCHESIO, Eugene",Red ghosts,,graphics,assisted purchase,1988,,1960,,Australia,1988
"CARCHESIO, Eugene",The way of all flesh,,graphics,assisted purchase,1988,,1960,,Australia,1988
"CARCHESIO, Eugene",Thought,,graphics,assisted purchase,1988,,1960,,Australia,1988
"CARCHESIO, Eugene",Untitled,,graphics,assisted purchase,1988,,1960,,Australia,1988
"ROGERS, Ray",Exploding form,,object,gift,1988,,1935,2021,New Zealand,1985
UNKNOWN,Figurine:  (gallant holding a bunch of grapes),,object,gift,1988,,,,Germany,1870
BIEDERMEIER STYLE,Cup and saucer,,object,gift,1988,,,,Germany,1820
BIEDERMEIER STYLE,Cup and saucer,,object,gift,1988,,,,,1820
UNKNOWN (Manufacturer),Cup and saucer,,object,gift,1988,,,,Germany,1820
UNKNOWN,Triangular cup and saucer,,object,gift,1988,,,,,1850
"HOFFIE, Pat",Rallying under the monuments to amnesia,,graphics,bequest,1989,,1953,,Australia,1988
"HOFFIE, Pat",Object of the gaze (mounted on the pedestal),,graphics,bequest,1989,,1953,,Australia,1988
"JUST, Verlie",Pyrites ring,,,bequest,1989,,1922,2000,Australia,1968
"BENNETT, Gordon",A touch of the old world,,graphics,bequest,1989,,1955,2014,Australia,1988
"BENNETT, Gordon",Untitled,,graphics,bequest,1989,,1955,2014,Australia,1988
"NEWMARCH, Ann (Creator)",200 years:  Willy Willy (from 'The Bicentennial folio'),,graphics,gift,1989,,1945,2022,,1988
"ROONEY, Robert (Artist)",Beens and banzai (from 'The Bicentennial folio'),,graphics,gift,1989,,1937,2017,,1987
"VARVARESSOS, Vicki (Artist)",Sepik man with gardenia (from 'The Bicentennial folio'),,graphics,gift,1989,,1949,1950,,1987
"WATSON, Jenny (Artist)",Australian artist of the 80s (from 'The Bicentennial folio'),,graphics,gift,1989,,1951,1940,,1987
"HILDER, J.J.",Kedron (Brisbane),,painting,bequest,1989,,1881,1916,Australia,1910
"DARGIE, William",Lady Trout,,painting,bequest,1989,,1912,2003,Australia,1960
"DARGIE, William",Portrait of Her Majesty Queen Elizabeth II,,painting,bequest,1989,,1912,2003,Australia,1954
"ATKINS, Edward M.",(Woman playing a violin),,painting,bequest,1989,,1894,1901,,
SÈVRES,Helmet shaped cream jug,,object,bequest,1989,,1738,,France,1793
ARRAS,Monteith,,object,bequest,1989,,1770,1790,France,1775
SÈVRES,Lobed footed plate,,object,bequest,1989,,1738,,France,
"CONDER, Charles",Landscape with figures,,painting,bequest,1989,,1868,1909,United States,1894
"ALLAN, Micky",Untitled (from 'The family room' series),,photography,museum accession,1989,,1944,,New Zealand,1982
"MACDONALD, Mary",Brooch,,,museum accession,1989,,1868,1955,Australia,1941
"PARKER, Harold",Portrait of Janet Parker (wife of the artist),,painting,gift,1989,,1873,1962,Australia,1933
"SMART, Jeffrey","The reservoir, Centennial Park",,painting,gift,1989,,1921,2013,United States,1988
"SHEPHERDSON, Gordon",Man climbing over images,,painting,museum accession,1990,,1934,2019,Australia,1988
"SHEPHERDSON, Gordon",Man with 54 years of masks,,painting,museum accession,1990,,1934,2019,Australia,1988
"LANE, Leonie (Creator)",March against Fraser - put people first,,graphics,assisted purchase,1990,,1955,,,1980
"LANE, Leonie (Creator)",Art-workers Union benefit dance,,graphics,assisted purchase,1990,,1955,,,1980
"SAUNDERS, Zane",Lovers story,,painting,gift,1990,,1971,,Australia,1989
"ADAMS, Dennis (Creator)",Anémic cinéma (from 'The readymade boomerang' portfolio),,graphics,museum accession,1990,,1948,1990,,1990
"GASCOIGNE, Rosalie (Creator)",Close owly (from 'The readymade boomerang' portfolio),,graphics,museum accession,1990,,1917,1999,,1990
"SHERMAN, Cindy (Photographer)",Madame de Pompadour née Poisson (1721-1764),,object,museum accession,1990,,1954,1736,,1989
"CURTIS, Robert Emerson","Engine 795 - in the slings.  Ipswich, Queensland",,graphics,gift,1991,,1898,1996,United States,1945
"DUCHAMP, Marcel (Creator)",Obligation Monte Carlo.  Monte Carlo Bond,,graphics,gift,1991,,1887,1968,,1924
"HUNTER, Robert",Untitled,,painting,gift,1991,,1947,2014,Australia,1983
"GRANT, Gwendolyn",Cup and saucer:  Peacock feather motif,,object,gift,1991,,1877,1968,Australia,1915
"STONELEY, Ruth",Quilt:  Eternity,,object,museum accession,1991,,1940,2007,Australia,1990
"BROWN, Vincent",Jolly interment,,painting,museum accession,1991,,1901,2001,Australia,1942
"QUINN, Frankie",Boy's graveside sorrow,,photography,bequest,1991,,1966,,Ireland,1984
"HOEDT, Connie",Tray with lillipilly (from 'Tropical Delft' series),,object,gift,1991,,1936,2014,Australia,1991
"POTTER, David",Radio talk,,object,gift,1991,,1955,1997,Australia,1991
"SMITH, Penny",Tea set,,object,gift,1991,,1947,,,1991
JOSIAH SPODE,Dish with handle:  Geranium,,object,gift,1992,,1784,1833,,1820
"EDWARDS, Margery",N.Y. 711,,painting,gift,1993,,1933,1989,New Zealand,1987
"JOHNSON, Tim",From one cloth,,painting,gift,1993,,1947,,New Zealand,1987
"ROBERTSON, Toni (Creator)",Royal Nuclear Show - 2,,graphics,gift,1993,,1953,,,1981
"BEUYS, Joseph (Collaborating artist)",Schottische Symphonie.  Requiem of Art,,object,bequest,1993,,1921,1986,,1986
"FISCHMANN, Peter",Untitled (from 'Cuba' series),,photography,gift,1993,,1955,,Australia,1992
"MOORE, Robert",Bitch magnet,,painting,gift,1994,,1964,,Australia,1993
"WALLACE, Anne",Virgins,,painting,gift,1994,,1970,,Australia,1993
CHELSEA PORCELAIN WORKS (Chelsea-Derby) (Manufacturer),Figurines:  The French seasons,,object,gift,1994,,1769,1784,,1775
"GUPTA, Sunil",Untitled (from 'Pretended family relationships' series),,photography,museum accession,1994,,1953,,,1987
"ORR, Fiona",Landmark in time,,sculpture,museum accession,1994,,1955,,Australia,1984
"BOYD, David (Potter)",Candelabrum,,object,gift,1994,,1924,2011,Australia,1957
"CROWEST, Sarah",Quilt:  After Okayama,,object,gift,1994,,1957,,United States,1993
"BEARD, John",Study for the triptych 'Here',,painting,gift,1994,,1943,,United States,1990
"LOOBY, Keith",Incarnation,,painting,gift,1994,,1940,,New Zealand,1965
"ARKLEY, Howard",Stucco home,,painting,gift,1994,,1951,1999,Australia,1991
"FRIEDLANDER, Lee","Father Duffy. Times Square, New York City",,photography,gift,1994,,1934,,United States,1974
"SIMMONS, Laurie (Creator)",Lying objects,,graphics,assisted purchase,1994,,1949,,,1992
"BLACKWELL, Susi (Designer)",Dam dykes (from 'Special edition' series),,graphics,gift,1994,,1969,1966,,1994
"NANGALA JUGADAI, Narputta",Kaarkurutjintja,,painting,gift,1994,,1933,,Australia,1993
"JACKS, Robert",Cut paper piece:  45 through to 90 degrees (from 'An unfinished work'),,graphics,gift,1994,,1943,2014,Australia,1969
"ROBINSON, Brian",Amalgamation,,painting,gift,1994,,1973,,Australia,1994
PRAWAT LAUCHAROEN (Creator),Infinitude II,,graphics,gift,1994,,1941,,,1983
"SPOWART, Ruby",Totems of the North-West,,photography,gift,1994,,1928,,United States,1992
"KOZIC, Maria",Cumics,,painting,gift,1994,,1957,,Australia,1987
"RICARDO, Geoffrey",Untitled (frontispiece) (from 'Ballad (fragments)' book),,graphics,gift,1994,,1964,,Australia,1993
"ROSER, Rick",Dreamtime travellers,,sculpture,museum accession,1994,,1955,,Australia,1994
